iter	RMSE
1666	8620.490171
1667	8615.94925
1668	8609.80222
1669	8604.124977
1670	8600.201346
1671	8597.621707
1672	8593.727795
1673	8590.733942
1674	8585.545288
1675	8583.634189
1676	8581.329505
1677	8577.155408
1678	8573.731445
1679	8570.768471
1680	8569.783278
1681	8566.258777
1682	8563.726306
1683	8559.432726
1684	8555.619898
1685	8553.276847
1686	8550.404325
1687	8546.149443
1688	8544.023995
1689	8541.434116
1690	8538.776829
1691	8534.52353
1692	8529.609319
1693	8524.112774
1694	8519.672014
1695	8515.733489
1696	8515.437016
1697	8510.131021
1698	8507.1852
1699	8503.940554
1700	8499.813952
1701	8496.110171
1702	8488.109273
1703	8485.359533
1704	8481.848911
1705	8477.262672
1706	8472.816582
1707	8467.038759
1708	8463.175703
1709	8460.613581
1710	8454.599612
1711	8452.847898
1712	8446.49717
1713	8442.972343
1714	8439.616489
1715	8437.367587
1716	8434.888569
1717	8431.712239
1718	8430.089498
1719	8428.007282
1720	8420.889495
1721	8417.478575
1722	8414.024289
1723	8412.153757
1724	8406.326828
1725	8403.540349
1726	8397.638259
1727	8394.787565
1728	8392.573075
1729	8387.178108
1730	8384.101383
1731	8379.100653
1732	8374.803148
1733	8371.90468
1734	8368.861701
1735	8363.814522
1736	8359.962208
1737	8355.674376
1738	8351.103969
1739	8346.600344
1740	8343.451215
1741	8339.993267
1742	8334.980197
1743	8331.550209
1744	8327.752667
1745	8325.784252
1746	8324.730195
1747	8321.981586
1748	8318.324115
1749	8317.181287
1750	8313.871987
1751	8310.969494
1752	8307.820788
1753	8305.190931
1754	8302.763541
1755	8300.060838
1756	8297.651401
1757	8295.800633
1758	8293.547255
1759	8291.498978
1760	8289.611637
1761	8285.303301
1762	8282.456192
1763	8280.924414
1764	8274.681936
1765	8271.756946
1766	8267.677727
1767	8264.281745
1768	8259.859582
1769	8255.488917
1770	8248.65322
1771	8246.071828
1772	8242.514456
1773	8239.797154
1774	8238.36516
1775	8234.147752
1776	8228.665327
1777	8225.49363
1778	8221.719243
1779	8221.229355
1780	8216.987736
1781	8212.921368
1782	8211.151855
1783	8206.483321
1784	8203.568257
1785	8199.654293
1786	8194.742192
1787	8192.217063
1788	8188.686487
1789	8186.097947
1790	8179.683481
1791	8175.679527
1792	8172.515117
1793	8167.882215
1794	8163.512036
1795	8160.833487
1796	8157.866111
1797	8154.75375
1798	8151.196862
1799	8148.783104
1800	8147.120407
1801	8144.734917
1802	8140.758723
1803	8137.370692
1804	8133.73306
1805	8129.582831
1806	8126.427715
1807	8123.239376
1808	8118.736669
1809	8116.017489
1810	8113.3102
1811	8111.48423
1812	8109.020371
1813	8103.785929
1814	8101.714577
1815	8097.944792
1816	8095.505531
1817	8091.589458
1818	8086.139241
1819	8082.669625
1820	8079.025433
1821	8075.518941
1822	8072.723925
1823	8068.954189
1824	8066.372196
1825	8062.531233
1826	8060.260658
1827	8057.687273
1828	8055.840508
1829	8052.591902
1830	8048.530877
1831	8045.831526
1832	8043.764646
1833	8039.988452
1834	8037.132947
1835	8034.380508
1836	8030.899913
1837	8026.594097
1838	8024.704452
1839	8018.893633
1840	8016.423218
1841	8014.287543
1842	8011.346991
1843	8009.669564
1844	8004.628482
1845	8001.190735
1846	7999.742748
1847	7998.322494
1848	7994.68823
1849	7992.449085
1850	7987.80927
1851	7984.591919
1852	7979.713003
1853	7977.505985
1854	7973.571621
1855	7971.157004
1856	7969.07392
1857	7965.750697
1858	7962.807944
1859	7958.033397
1860	7955.772763
1861	7953.346993
1862	7948.817803
1863	7944.975688
1864	7941.781999
1865	7936.663756
1866	7933.189056
1867	7929.222882
1868	7925.009459
1869	7923.633755
1870	7921.95137
1871	7916.881868
1872	7913.154138
1873	7909.015474
1874	7904.988613
1875	7899.437603
1876	7893.906543
1877	7889.419101
1878	7886.631561
1879	7881.86831
1880	7876.789353
1881	7872.099224
1882	7870.267819
1883	7866.142951
1884	7863.493015
1885	7858.272903
1886	7852.018152
1887	7847.528252
1888	7845.233109
1889	7842.214793
1890	7838.951141
1891	7833.560177
1892	7831.078987
1893	7828.835502
1894	7826.9364
1895	7824.207528
1896	7821.271045
1897	7818.473097
1898	7816.311933
1899	7813.759681
1900	7811.486162
1901	7810.935578
1902	7808.916
1903	7804.850347
1904	7802.626818
1905	7798.744665
1906	7795.161622
1907	7791.408551
1908	7785.120305
1909	7783.488173
1910	7778.761989
1911	7776.907714
1912	7774.983418
1913	7772.795689
1914	7770.01456
1915	7765.399031
1916	7760.783313
1917	7757.862546
1918	7754.663293
1919	7753.057507
1920	7748.30541
1921	7746.080632
1922	7741.105549
1923	7737.584452
1924	7735.20942
1925	7732.740245
1926	7729.543441
1927	7725.975232
1928	7723.397564
1929	7720.237942
1930	7716.761646
1931	7711.87011
1932	7708.54313
1933	7706.291915
1934	7700.287591
1935	7697.601225
1936	7696.353023
1937	7694.984404
1938	7691.810473
1939	7688.431175
1940	7686.84424
1941	7684.460899
1942	7681.060617
1943	7678.803191
1944	7676.19858
1945	7675.642134
1946	7671.630567
1947	7669.859989
1948	7666.487564
1949	7663.48188
1950	7659.751708
1951	7656.768942
1952	7651.955538
1953	7648.403899
1954	7646.582958
1955	7643.957319
1956	7640.704429
1957	7638.179738
1958	7634.834395
1959	7630.627494
1960	7627.652837
1961	7624.235239
1962	7621.026316
1963	7619.445376
1964	7617.559582
1965	7613.155832
1966	7608.693162
1967	7605.186799
1968	7601.318373
1969	7599.616698
1970	7595.802073
1971	7590.06507
1972	7588.298266
1973	7585.656402
1974	7583.292006
1975	7582.539143
1976	7578.452401
1977	7576.596431
1978	7572.561569
1979	7570.033132
1980	7566.012436
1981	7563.197754
1982	7561.220391
1983	7559.4631
1984	7556.581423
1985	7552.851266
1986	7551.170164
1987	7549.844822
1988	7546.537667
1989	7546.294202
1990	7543.828332
1991	7538.602503
1992	7536.101342
1993	7534.938585
1994	7532.697165
1995	7528.330801
1996	7524.233821
1997	7521.317301
1998	7517.683643
1999	7515.998126
2000	7515.066332
2001	7511.885374
2002	7509.192443
2003	7504.238169
2004	7503.430941
2005	7499.054269
2006	7496.016554
2007	7493.657243
2008	7490.674964
2009	7487.757919
2010	7483.584733
2011	7480.395351
2012	7476.610925
2013	7472.45548
2014	7467.589935
2015	7466.628973
2016	7462.679077
2017	7460.957052
2018	7457.50686
2019	7453.448025
2020	7449.482937
2021	7447.192646
2022	7444.149832
2023	7441.577986
2024	7437.893615
2025	7435.830831
2026	7431.893416
2027	7430.270875
2028	7424.87793
2029	7421.794977
2030	7420.287609
2031	7417.240967
2032	7414.989648
2033	7411.050313
2034	7407.389385
2035	7404.592607
2036	7401.598145
2037	7398.591721
2038	7396.282821
2039	7392.947622
2040	7389.702388
2041	7387.20544
2042	7385.864359
2043	7381.959809
2044	7378.626228
2045	7375.977633
2046	7373.269569
2047	7372.02429
2048	7368.909714
2049	7366.782195
2050	7363.951851
2051	7361.401469
2052	7358.683482
2053	7356.731687
2054	7352.880504
2055	7349.788561
2056	7345.627012
2057	7340.676511
2058	7338.978264
2059	7337.155992
2060	7333.522348
2061	7328.821403
2062	7324.356782
2063	7320.939055
2064	7318.495566
2065	7314.714227
2066	7310.822303
2067	7305.952461
2068	7303.601651
2069	7300.637917
2070	7295.680978
2071	7291.908926
2072	7287.858671
2073	7285.806277
2074	7283.111318
2075	7278.888197
2076	7276.702456
2077	7273.078244
2078	7271.062843
2079	7267.211565
2080	7262.769101
2081	7260.451476
2082	7257.691625
2083	7251.665916
2084	7249.136954
2085	7245.966
2086	7242.529214
2087	7239.832402
2088	7238.121115
2089	7234.29087
2090	7232.337844
2091	7228.546032
2092	7226.714793
2093	7225.533628
2094	7222.996008
2095	7219.210062
2096	7215.997602
2097	7212.852927
2098	7209.161045
2099	7206.037904
2100	7203.834178
2101	7201.666133
2102	7199.34776
2103	7197.292992
2104	7193.254384
2105	7190.959156
2106	7188.631852
2107	7186.624519
2108	7183.678059
2109	7178.606263
2110	7175.311979
2111	7172.253381
2112	7170.609183
2113	7168.948176
2114	7165.634708
2115	7163.227816
2116	7161.102203
2117	7158.471753
2118	7156.624382
2119	7155.495846
2120	7150.717727
2121	7148.59576
2122	7145.647078
2123	7142.407241
2124	7140.214527
2125	7138.713729
2126	7137.199685
2127	7133.581441
2128	7132.230796
2129	7129.32401
2130	7126.985919
2131	7124.64159
2132	7122.63614
2133	7119.082069
2134	7116.045269
2135	7113.345476
2136	7110.024094
2137	7106.416873
2138	7104.970167
2139	7101.353978
2140	7097.311184
2141	7094.449926
2142	7092.30751
2143	7090.415358
2144	7089.151841
2145	7086.553853
2146	7083.72784
2147	7081.933781
2148	7077.253281
2149	7075.001173
2150	7073.263278
2151	7069.539838
2152	7067.838082
2153	7066.827771
2154	7065.928682
2155	7063.854185
2156	7059.992385
2157	7055.82201
2158	7051.07496
2159	7049.876591
2160	7047.159573
2161	7044.432186
2162	7041.433684
2163	7039.736239
2164	7037.022381
2165	7035.32359
2166	7032.520098
2167	7028.915899
2168	7027.324794
2169	7023.878855
2170	7022.413766
2171	7021.007795
2172	7017.802849
2173	7015.369922
2174	7011.648284
2175	7009.671984
2176	7005.648502
2177	7004.311425
2178	7001.344892
2179	6999.095947
2180	6997.011959
2181	6995.011445
2182	6992.619194
2183	6988.838839
2184	6985.899469
2185	6983.873317
2186	6980.937093
2187	6978.229366
2188	6975.085235
2189	6971.396423
2190	6969.487466
2191	6963.60743
2192	6960.721244
2193	6957.301073
2194	6954.853906
2195	6952.579969
2196	6950.622498
2197	6948.960953
2198	6946.301785
2199	6945.001048
2200	6943.327333
2201	6941.477341
2202	6939.263115
2203	6935.362489
2204	6930.686119
2205	6928.007957
2206	6925.531534
2207	6922.006806
2208	6918.515312
2209	6913.800973
2210	6911.344869
2211	6908.452922
2212	6906.359293
2213	6904.062918
2214	6902.450946
2215	6898.95968
2216	6897.340472
2217	6895.328877
2218	6892.926079
2219	6890.979447
2220	6888.385657
2221	6885.775761
2222	6883.212618
2223	6880.866182
2224	6877.755518
2225	6876.098675
2226	6872.067715
2227	6869.417402
2228	6867.905198
2229	6865.35062
2230	6863.404419
2231	6861.420563
2232	6859.507074
2233	6857.088778
2234	6853.633246
2235	6852.238073
2236	6851.209546
2237	6848.605502
2238	6845.151977
2239	6842.55693
2240	6840.473583
2241	6837.921733
2242	6834.346299
2243	6832.769175
2244	6830.807953
2245	6828.252151
2246	6826.592573
2247	6822.27826
2248	6819.24749
2249	6816.393792
2250	6813.161681
2251	6810.197543
2252	6807.889064
2253	6805.068142
2254	6802.245692
2255	6797.81521
2256	6792.585418
2257	6791.236846
2258	6789.306811
2259	6787.029868
2260	6786.358957
2261	6782.15234
2262	6779.780326
2263	6776.748692
2264	6774.944091
2265	6771.292341
2266	6768.754445
2267	6767.229045
2268	6764.092357
2269	6762.124915
2270	6759.590876
2271	6757.122159
2272	6753.857084
2273	6749.345464
2274	6748.019219
2275	6746.59398
2276	6743.207093
2277	6739.325149
2278	6734.177927
2279	6732.446846
2280	6731.210582
2281	6729.075885
2282	6727.572744
2283	6723.697682
2284	6722.036027
2285	6718.747015
2286	6716.85811
2287	6715.879868
2288	6713.751022
2289	6710.74939
2290	6708.471953
2291	6705.611458
2292	6702.323392
2293	6699.318162
2294	6697.805122
2295	6695.849064
2296	6695.359365
2297	6692.631588
2298	6690.912418
2299	6687.77117
2300	6684.037123
2301	6679.880415
2302	6675.779744
2303	6673.43999
2304	6670.691306
2305	6668.277989
2306	6665.545428
2307	6662.114702
2308	6660.838837
2309	6657.366849
2310	6655.792814
2311	6654.142529
2312	6652.181282
2313	6650.588896
2314	6648.880678
2315	6643.065281
2316	6642.060829
2317	6639.365074
2318	6636.675301
2319	6633.266711
2320	6629.80185
2321	6627.621282
2322	6625.725277
2323	6620.674674
2324	6617.620306
2325	6613.513093
2326	6611.996362
2327	6609.680504
2328	6608.292676
2329	6603.448513
2330	6599.413548
2331	6596.667007
2332	6594.354583
2333	6593.224262
2334	6591.696746
2335	6590.071636
2336	6587.313011
2337	6584.560541
2338	6581.8218
2339	6579.935366
2340	6577.896168
2341	6577.112272
2342	6576.500728
2343	6571.993314
2344	6567.810931
2345	6566.763212
2346	6563.471793
2347	6560.871709
2348	6557.816185
2349	6555.924335
2350	6554.670539
2351	6553.449386
2352	6550.649089
2353	6548.671996
2354	6546.179766
2355	6543.164531
2356	6540.898903
2357	6538.84805
2358	6537.228236
2359	6535.239969
2360	6533.308234
2361	6530.894349
2362	6526.899008
2363	6523.696149
2364	6521.270555
2365	6518.64114
2366	6516.471872
2367	6513.633927
2368	6511.459847
2369	6510.586234
2370	6508.178408
2371	6504.198358
2372	6501.291777
2373	6497.264642
2374	6494.234841
2375	6491.309448
2376	6490.212464
2377	6488.77518
2378	6486.465919
2379	6484.497227
2380	6481.725014
2381	6480.556686
2382	6478.831661
2383	6477.07373
2384	6474.139822
2385	6472.090195
2386	6469.798555
2387	6467.176651
2388	6463.545261
2389	6462.011983
2390	6457.974109
2391	6456.189937
2392	6453.593607
2393	6451.609069
2394	6449.862132
2395	6446.620823
2396	6445.229055
2397	6443.390875
2398	6439.777253
2399	6436.546133
2400	6434.091061
2401	6432.7883
2402	6431.246531
2403	6429.748115
2404	6427.260402
2405	6424.426591
2406	6421.965032
2407	6420.281319
2408	6417.516814
2409	6415.151801
2410	6413.022552
2411	6410.669387
2412	6408.261176
2413	6407.219619
2414	6404.385934
2415	6400.750563
2416	6400.249936
2417	6396.202126
2418	6395.0788
2419	6392.926936
2420	6390.571375
2421	6388.527742
2422	6386.057568
2423	6384.505784
2424	6381.873964
2425	6379.320696
2426	6377.667805
2427	6375.471239
2428	6371.719628
2429	6370.059001
2430	6367.956545
2431	6366.257117
2432	6364.425708
2433	6363.959692
2434	6362.944693
2435	6360.884263
2436	6358.011606
2437	6356.749394
2438	6353.974585
2439	6351.399647
2440	6349.918677
2441	6348.527437
2442	6345.583317
2443	6343.019793
2444	6339.665923
2445	6337.151675
2446	6335.807293
2447	6333.311133
2448	6330.360266
2449	6328.667851
2450	6326.198472
2451	6322.111675
2452	6319.852981
2453	6317.76878
2454	6316.497787
2455	6314.334172
2456	6312.398837
2457	6308.861674
2458	6304.922331
2459	6301.812387
2460	6299.236656
2461	6297.698027
2462	6295.463422
2463	6292.955144
2464	6291.264128
2465	6289.396811
2466	6287.061296
2467	6285.206145
2468	6282.375219
2469	6279.343875
2470	6275.860136
2471	6275.224309
2472	6271.599416
2473	6269.575442
2474	6266.364626
2475	6263.751095
2476	6261.479242
2477	6259.15756
2478	6258.194021
2479	6257.771107
2480	6255.237933
2481	6252.423905
2482	6248.433763
2483	6247.361209
2484	6245.568207
2485	6243.561663
2486	6239.868011
2487	6236.718071
2488	6233.427482
2489	6231.187076
2490	6228.846084
2491	6224.835795
2492	6223.543888
2493	6221.567193
2494	6216.996819
2495	6214.837797
2496	6211.818771
2497	6208.884795
2498	6206.151348
2499	6203.729225
2500	6200.765085
2501	6197.924697
2502	6195.13616
2503	6193.417277
2504	6190.070568
2505	6188.359444
2506	6185.913815
2507	6184.214774
2508	6182.565788
2509	6180.436562
2510	6178.643281
2511	6175.592179
2512	6173.766655
2513	6171.599637
2514	6169.186179
2515	6166.02561
2516	6164.590574
2517	6161.774891
2518	6159.577099
2519	6157.455349
2520	6153.847288
2521	6150.099433
2522	6147.021608
2523	6143.519658
2524	6141.320508
2525	6139.303871
2526	6137.029111
2527	6134.396513
2528	6131.790176
2529	6130.694985
2530	6129.06353
2531	6123.986001
2532	6121.67268
2533	6118.296258
2534	6116.45557
2535	6114.554357
2536	6112.60052
2537	6110.115752
2538	6108.513614
2539	6108.203717
2540	6106.362642
2541	6105.108143
2542	6103.380716
2543	6099.467552
2544	6098.201381
2545	6095.530388
2546	6092.100821
2547	6090.592373
2548	6085.187646
2549	6083.088068
2550	6082.257789
2551	6079.586632
2552	6077.169483
2553	6076.063031
2554	6072.837678
2555	6069.942368
2556	6068.944041
2557	6066.276117
2558	6065.51581
2559	6064.43267
2560	6063.13655
2561	6060.576923
2562	6057.603136
2563	6054.892254
2564	6053.502924
2565	6051.583181
2566	6050.403305
2567	6048.63819
2568	6045.200347
2569	6043.217414
2570	6040.226078
2571	6036.663194
2572	6033.606316
2573	6029.039244
2574	6027.056876
2575	6025.929717
2576	6023.540327
2577	6021.857454
2578	6020.368845
2579	6016.843226
2580	6015.059308
2581	6013.563244
2582	6012.417079
2583	6008.622763
2584	6005.650217
2585	6003.810806
2586	6002.680772
2587	6001.711979
2588	6000.726462
2589	5998.522662
2590	5997.290299
2591	5994.9142
2592	5993.497461
2593	5992.159098
2594	5987.430412
2595	5985.259742
2596	5982.985516
2597	5979.244103
2598	5975.582149
2599	5973.049012
2600	5968.981227
2601	5966.132696
2602	5964.280266
2603	5963.471469
2604	5961.286404
2605	5959.523553
2606	5957.092521
2607	5955.958465
2608	5952.874572
2609	5949.64775
2610	5948.143431
2611	5946.575345
2612	5943.800343
2613	5941.624423
2614	5938.453914
2615	5935.714237
2616	5934.606587
2617	5931.677414
2618	5929.388881
2619	5927.121817
2620	5924.041843
2621	5921.80835
2622	5919.299643
2623	5916.057433
2624	5913.522743
2625	5910.549141
2626	5909.171963
2627	5906.975973
2628	5905.562049
2629	5903.777481
2630	5901.483336
2631	5899.814519
2632	5897.181445
2633	5894.799888
2634	5891.859037
2635	5888.69267
2636	5885.208582
2637	5883.662353
2638	5881.176482
2639	5879.106948
2640	5877.91868
2641	5876.847059
2642	5873.890145
2643	5873.194051
2644	5871.690581
2645	5870.5753
2646	5867.645774
2647	5866.252066
2648	5864.193934
2649	5860.487563
2650	5858.544085
2651	5855.827552
2652	5852.960766
2653	5849.550877
2654	5847.144697
2655	5844.157151
2656	5841.893736
2657	5840.906049
2658	5838.10442
2659	5836.471224
2660	5834.902672
2661	5832.902206
2662	5829.53286
2663	5827.22785
2664	5824.047663
2665	5821.473213
2666	5818.869952
2667	5817.620878
2668	5816.413382
2669	5814.06508
2670	5811.722132
2671	5810.421808
2672	5808.388988
2673	5806.362928
2674	5803.262254
2675	5800.144467
2676	5798.810766
2677	5793.313557
2678	5792.328773
2679	5791.100321
2680	5788.999377
2681	5787.328892
2682	5785.5226
2683	5782.000724
2684	5779.691754
2685	5777.245793
2686	5774.464876
2687	5772.000621
2688	5770.578254
2689	5767.344839
2690	5765.972622
2691	5763.10247
2692	5761.789361
2693	5759.011822
2694	5755.375621
2695	5752.89281
2696	5751.863745
2697	5748.692992
2698	5746.643734
2699	5744.709568
2700	5742.767061
2701	5741.111976
2702	5739.001576
2703	5736.793522
2704	5735.759503
2705	5733.652587
2706	5730.256629
2707	5728.234732
2708	5725.790556
2709	5723.27614
2710	5721.47561
2711	5718.324818
2712	5716.293879
2713	5714.014683
2714	5713.108712
2715	5710.258582
2716	5707.094162
2717	5703.827916
2718	5701.099944
2719	5698.451038
2720	5697.16884
2721	5695.203308
2722	5691.400497
2723	5689.094674
2724	5687.617739
2725	5686.36571
2726	5683.433521
2727	5682.559584
2728	5681.096786
2729	5679.029951
2730	5677.810173
2731	5675.762551
2732	5674.263979
2733	5672.794071
2734	5670.927719
2735	5669.435029
2736	5667.101413
2737	5665.855919
2738	5663.028585
2739	5661.559474
2740	5659.558813
2741	5659.172933
2742	5656.673637
2743	5653.590037
2744	5652.094855
2745	5651.030661
2746	5649.768083
2747	5647.7226
2748	5645.818981
2749	5644.464633
2750	5642.371888
2751	5638.386798
2752	5634.898321
2753	5632.656808
2754	5629.553586
2755	5626.662893
2756	5624.667459
2757	5623.269423
2758	5621.161712
2759	5619.36373
2760	5616.908081
2761	5615.942653
2762	5614.421089
2763	5613.339292
2764	5610.443136
2765	5608.753958
2766	5604.263166
2767	5601.926438
2768	5600.957921
2769	5600.233251
2770	5597.15538
2771	5595.244113
2772	5594.246524
2773	5593.351546
2774	5590.025348
2775	5587.250941
2776	5584.974659
2777	5581.98266
2778	5579.676084
2779	5577.586404
2780	5576.460851
2781	5574.880121
2782	5572.502562
2783	5571.996495
2784	5569.717942
2785	5565.870451
2786	5564.063613
2787	5562.185025
2788	5560.341448
2789	5559.516695
2790	5556.665194
2791	5555.172023
2792	5554.521041
2793	5552.03592
2794	5549.364544
2795	5547.749195
2796	5546.774498
2797	5545.893368
2798	5544.961202
2799	5543.076317
2800	5541.522612
2801	5540.836878
2802	5539.242751
2803	5536.976188
2804	5534.647519
2805	5531.946777
2806	5529.561811
2807	5528.447721
2808	5526.866913
2809	5525.185128
2810	5523.949788
2811	5522.023904
2812	5520.821818
2813	5519.152714
2814	5517.444389
2815	5515.099223
2816	5513.606621
2817	5510.748566
2818	5509.061297
2819	5507.418287
2820	5505.758879
2821	5503.220537
2822	5502.052161
2823	5500.967283
2824	5499.310042
2825	5498.207595
2826	5496.363176
2827	5494.438204
2828	5491.687788
2829	5488.880828
2830	5487.24333
2831	5485.734818
2832	5483.826262
2833	5482.175068
2834	5480.998095
2835	5478.173895
2836	5475.645266
2837	5474.043724
2838	5473.849465
2839	5471.506718
2840	5469.800359
2841	5469.289949
2842	5467.274308
2843	5465.345775
2844	5463.585583
2845	5461.447805
2846	5460.452544
2847	5459.449799
2848	5456.249941
2849	5454.415284
2850	5452.655096
2851	5452.465889
2852	5450.976839
2853	5448.469046
2854	5446.132369
2855	5443.32205
2856	5441.99148
2857	5440.564982
2858	5439.148162
2859	5437.2599
2860	5435.889409
2861	5434.528303
2862	5432.916572
2863	5429.362272
2864	5427.891965
2865	5427.023448
2866	5425.692824
2867	5423.970026
2868	5421.65195
2869	5419.8393
2870	5417.327243
2871	5413.520017
2872	5412.569575
2873	5410.956585
2874	5409.33701
2875	5407.827498
2876	5405.972097
2877	5404.429524
2878	5402.762042
2879	5400.431952
2880	5398.261144
2881	5396.508824
2882	5394.381812
2883	5393.133341
2884	5391.494039
2885	5388.320708
2886	5385.45961
2887	5384.675984
2888	5383.161604
2889	5382.270015
2890	5380.964212
2891	5378.628482
2892	5376.847546
2893	5374.361528
2894	5372.216317
2895	5371.369379
2896	5369.25991
2897	5365.032984
2898	5363.563293
2899	5361.657534
2900	5359.494122
2901	5357.858992
2902	5355.833562
2903	5352.881248
2904	5351.470845
2905	5348.657216
2906	5346.669436
2907	5345.325243
2908	5342.948932
2909	5340.760961
2910	5339.041316
2911	5338.093831
2912	5336.503826
2913	5334.952832
2914	5333.655352
2915	5332.76287
2916	5331.544091
2917	5329.689503
2918	5328.144539
2919	5327.261647
2920	5325.760751
2921	5321.333505
2922	5320.186559
2923	5319.654246
2924	5316.539829
2925	5315.861313
2926	5315.124457
2927	5313.257226
2928	5311.186683
2929	5307.962983
2930	5305.382309
2931	5303.408431
2932	5300.846076
2933	5299.362615
2934	5297.464273
2935	5297.009883
2936	5294.713961
2937	5291.598221
2938	5289.682683
2939	5287.451863
2940	5285.749205
2941	5283.815381
2942	5282.488569
2943	5280.581817
2944	5279.06382
2945	5277.35832
2946	5275.661882
2947	5274.200085
2948	5272.353409
2949	5270.542147
2950	5268.853377
2951	5267.531201
2952	5265.732188
2953	5264.072912
2954	5261.14403
2955	5258.979238
2956	5257.152157
2957	5255.134421
2958	5253.860172
2959	5250.824252
2960	5249.134088
2961	5247.722062
2962	5245.126075
2963	5241.948515
2964	5240.332337
2965	5237.966392
2966	5237.39013
2967	5235.129989
2968	5234.224806
2969	5231.647982
2970	5228.93714
2971	5228.241755
2972	5225.436042
2973	5224.626374
2974	5222.454566
2975	5220.955402
2976	5219.503283
2977	5217.834642
2978	5214.554244
2979	5211.578417
2980	5209.645602
2981	5208.364746
2982	5207.271538
2983	5204.612305
2984	5201.978305
2985	5200.419743
2986	5197.641627
2987	5195.900917
2988	5193.89799
2989	5192.045985
2990	5189.29975
2991	5186.080133
2992	5184.325872
2993	5183.069732
2994	5180.555619
2995	5178.649042
2996	5177.254729
2997	5174.715245
2998	5172.657368
2999	5171.660963
3000	5169.28903
3001	5167.704466
3002	5165.894939
3003	5163.628588
3004	5161.779312
3005	5157.626386
3006	5153.787241
3007	5151.283752
3008	5149.406448
3009	5147.907354
3010	5146.871174
3011	5145.125371
3012	5143.275397
3013	5141.073102
3014	5137.292529
3015	5136.55584
3016	5134.538447
3017	5133.082964
3018	5129.31437
3019	5129.15448
3020	5126.66036
3021	5125.077788
3022	5123.638709
3023	5121.386275
3024	5120.130303
3025	5117.786047
3026	5116.05133
3027	5115.424521
3028	5114.231353
3029	5112.870173
3030	5109.677927
3031	5108.816278
3032	5105.134793
3033	5102.631667
3034	5101.199396
3035	5099.238364
3036	5097.601998
3037	5095.477254
3038	5092.98528
3039	5091.533192
3040	5090.051092
3041	5088.039631
3042	5086.113843
3043	5084.434093
3044	5083.122468
3045	5082.164925
3046	5081.708071
3047	5080.304742
3048	5078.754134
3049	5076.836692
3050	5074.142811
3051	5073.39729
3052	5072.516716
3053	5070.939106
3054	5068.754974
3055	5067.501636
3056	5066.512814
3057	5064.882744
3058	5063.971461
3059	5062.520784
3060	5061.2215
3061	5059.954647
3062	5057.717744
3063	5055.932492
3064	5054.197604
3065	5052.435765
3066	5050.413646
3067	5049.586513
3068	5046.56947
3069	5044.869107
3070	5042.853393
3071	5041.603772
3072	5040.123061
3073	5038.205697
3074	5036.871897
3075	5035.551304
3076	5034.70581
3077	5032.823353
3078	5030.189327
3079	5028.020695
3080	5024.926802
3081	5024.138831
3082	5022.481401
3083	5020.705954
3084	5019.409459
3085	5017.066711
3086	5015.605622
3087	5013.992988
3088	5011.553662
3089	5009.193252
3090	5007.291282
3091	5004.338773
3092	5003.351095
3093	5001.986389
3094	4999.882876
3095	4998.779122
3096	4997.852434
3097	4995.421661
3098	4993.457415
3099	4992.349194
3100	4991.264006
3101	4990.073293
3102	4987.947859
3103	4986.282658
3104	4985.235294
3105	4982.211537
3106	4979.032316
3107	4977.126743
3108	4975.711275
3109	4972.680707
3110	4970.800393
3111	4970.437768
3112	4968.344711
3113	4966.046017
3114	4964.485722
3115	4962.815718
3116	4961.947936
3117	4960.22529
3118	4958.840619
3119	4957.145074
3120	4956.347164
3121	4955.450253
3122	4953.785622
3123	4952.645805
3124	4949.816351
3125	4947.497181
3126	4946.028891
3127	4944.348939
3128	4943.145221
3129	4940.599324
3130	4938.032234
3131	4936.638943
3132	4934.638688
3133	4932.797366
3134	4930.516552
3135	4928.347576
3136	4926.7916
3137	4925.401474
3138	4923.326041
3139	4921.382087
3140	4920.593998
3141	4918.667174
3142	4917.086962
3143	4915.304278
3144	4912.925838
3145	4912.243418
3146	4907.992688
3147	4906.235989
3148	4905.209356
3149	4903.461723
3150	4901.534331
3151	4900.294023
3152	4897.622161
3153	4894.632322
3154	4893.550417
3155	4892.108329
3156	4890.478755
3157	4887.653128
3158	4885.195245
3159	4883.432463
3160	4883.254507
3161	4880.512937
3162	4878.536579
3163	4877.285575
3164	4875.92922
3165	4874.324485
3166	4870.959654
3167	4869.010226
3168	4868.325597
3169	4866.867235
3170	4865.648282
3171	4862.994668
3172	4860.777231
3173	4860.175417
3174	4859.475809
3175	4857.735647
3176	4856.710825
3177	4855.572955
3178	4853.635712
3179	4852.93425
3180	4849.47513
3181	4847.834476
3182	4847.201457
3183	4846.322834
3184	4843.673056
3185	4841.770763
3186	4838.615273
3187	4837.877891
3188	4835.971016
3189	4834.847515
3190	4834.166741
3191	4832.74203
3192	4831.383084
3193	4830.843516
3194	4829.466818
3195	4827.250046
3196	4825.165907
3197	4823.033275
3198	4821.393983
3199	4819.679457
3200	4818.718511
3201	4816.273545
3202	4814.484076
3203	4812.569261
3204	4810.731217
3205	4808.756562
3206	4807.741678
3207	4805.238498
3208	4803.742693
3209	4802.728521
3210	4801.130028
3211	4799.546722
3212	4798.016985
3213	4797.047306
3214	4795.883008
3215	4791.966615
3216	4789.314866
3217	4787.101041
3218	4785.265644
3219	4783.546618
