iter	RMSE
222	20665.55178
223	20616.65629
224	20578.04923
225	20533.58134
226	20502.8244
227	20451.8937
228	20405.02597
229	20369.79482
230	20333.13037
231	20306.66743
232	20258.22046
233	20234.58424
234	20190.36396
235	20153.26541
236	20116.99624
237	20074.66409
238	20062.32214
239	20032.05583
240	19988.56091
241	19956.53359
242	19917.11235
243	19878.65422
244	19845.86724
245	19805.23834
246	19770.36748
247	19740.01422
248	19711.75126
249	19674.99047
250	19645.92342
251	19609.82191
252	19579.53738
253	19547.47167
254	19515.10061
255	19481.38193
256	19451.60253
257	19434.83758
258	19404.85205
259	19362.9515
260	19338.88039
261	19311.71342
262	19297.779
263	19272.80064
264	19238.80336
265	19203.68247
266	19174.56846
267	19147.06933
268	19111.78452
269	19086.3677
270	19057.15753
271	19036.43927
272	18999.50771
273	18972.9369
274	18943.63068
275	18909.15897
276	18878.90953
277	18855.03628
278	18829.77621
279	18797.76573
280	18768.52106
281	18740.62926
282	18707.02327
283	18676.9299
284	18666.56988
285	18639.16608
286	18613.06326
287	18586.3657
288	18560.35811
289	18533.17256
290	18519.07821
291	18493.51258
292	18466.78692
293	18434.93566
294	18407.56604
295	18384.46317
296	18374.22717
297	18354.3698
298	18314.52455
299	18292.95113
300	18264.15859
301	18245.79212
302	18220.6628
303	18192.84719
304	18169.30204
305	18140.96426
306	18131.16601
307	18093.96396
308	18070.78669
309	18049.03248
310	18030.42747
311	18008.97402
312	17989.70887
313	17966.48213
314	17941.74567
315	17921.77824
316	17895.20379
317	17872.9066
318	17846.63147
319	17822.94962
320	17801.08705
321	17788.46064
322	17772.58305
323	17754.33378
324	17725.79443
325	17704.46228
326	17684.93444
327	17667.28726
328	17656.65209
329	17639.26419
330	17629.26685
331	17602.7772
332	17581.98532
333	17573.11883
334	17549.21805
335	17526.11836
336	17519.92554
337	17499.93374
338	17473.1924
339	17451.98505
340	17446.37431
341	17428.93529
342	17412.11027
343	17389.62976
344	17368.93554
345	17354.78752
346	17334.38702
347	17325.02379
348	17311.6725
349	17306.21942
350	17294.54659
351	17273.66232
352	17255.60744
353	17242.5106
354	17231.77796
355	17221.27114
356	17200.876
357	17181.27357
358	17173.69289
359	17156.92257
360	17144.75463
361	17125.36867
362	17118.53516
363	17095.85214
364	17074.87115
365	17070.16239
366	17049.07889
367	17025.78074
368	17007.54742
369	16999.7832
370	16982.46533
371	16961.11267
372	16954.22126
373	16937.95469
374	16924.51879
375	16913.80965
376	16895.58592
377	16878.48036
378	16856.23576
379	16846.66006
380	16831.08219
381	16816.20546
382	16806.71562
383	16801.31421
384	16790.01492
385	16775.09936
386	16759.66508
387	16751.06332
388	16738.55775
389	16718.795
390	16705.71232
391	16687.67563
392	16668.7193
393	16652.95762
394	16631.79269
395	16620.23917
396	16603.55929
397	16586.43518
398	16568.54396
399	16551.82846
400	16533.27315
401	16524.34492
402	16511.58881
403	16507.00732
404	16493.22207
405	16477.03266
406	16461.67128
407	16446.37107
408	16434.60502
409	16426.31221
410	16415.60447
411	16405.55454
412	16391.95332
413	16377.46955
414	16359.77477
415	16342.00879
416	16337.21666
417	16332.84297
418	16321.88161
419	16303.87248
420	16292.0783
421	16274.86623
422	16269.81032
423	16253.05384
424	16241.01032
425	16224.62185
426	16213.88108
427	16206.97665
428	16192.58835
429	16177.13925
430	16163.12064
431	16148.39483
432	16132.67155
433	16118.86743
434	16110.032
435	16104.00791
436	16090.55595
437	16085.00302
438	16073.55686
439	16068.11086
440	16054.1002
441	16041.20547
442	16037.10593
443	16020.87874
444	16007.94905
445	15999.06179
446	15994.11799
447	15981.64492
448	15972.81987
449	15955.87257
450	15951.20514
451	15926.82033
452	15914.86509
453	15911.811
454	15897.06627
455	15889.84196
456	15878.62822
457	15875.02889
458	15858.59586
459	15846.01619
460	15831.88388
461	15821.63051
462	15808.56159
463	15797.26777
464	15793.47034
465	15780.31047
466	15767.67727
467	15755.73141
468	15735.39271
469	15722.69695
470	15708.7585
471	15699.35737
472	15689.88053
473	15685.76343
474	15672.78656
475	15668.59935
476	15653.29627
477	15642.78418
478	15627.90895
479	15624.177
480	15615.61547
481	15601.2359
482	15584.61168
483	15574.02899
484	15571.99859
485	15560.24933
486	15548.58253
487	15546.00538
488	15537.50467
489	15526.97283
490	15512.96042
491	15501.36985
492	15497.97809
493	15485.68378
494	15474.02272
495	15458.43076
496	15453.76077
497	15440.73039
498	15438.01814
499	15429.04862
500	15414.24642
501	15404.20007
502	15395.78541
503	15379.37532
504	15367.86823
505	15359.30566
506	15347.53936
507	15331.97457
508	15316.61084
509	15312.52937
510	15298.033
511	15286.39623
512	15269.59349
513	15256.87236
514	15245.74897
515	15230.54585
516	15227.21193
517	15225.01019
518	15212.0296
519	15201.59304
520	15191.69726
521	15179.61082
522	15166.52433
523	15157.49165
524	15148.38952
525	15134.63617
526	15122.89206
527	15111.67689
528	15097.73005
529	15089.98384
530	15077.34358
531	15073.01309
532	15062.17421
533	15054.86211
534	15047.25466
535	15038.80827
536	15029.40165
537	15018.35655
538	15016.59138
539	15007.5714
540	14997.44121
541	14994.63553
542	14989.97912
543	14983.95922
544	14976.23341
545	14963.40061
546	14950.96471
547	14947.38765
548	14933.17468
549	14922.71682
550	14919.60539
551	14906.81514
552	14891.26656
553	14883.15379
554	14872.50134
555	14867.48161
556	14865.13471
557	14859.87687
558	14852.1596
559	14841.01944
560	14827.32075
561	14817.06854
562	14806.8033
563	14796.95571
564	14787.23904
565	14778.13741
566	14769.60043
567	14762.9983
568	14754.53962
569	14743.27069
570	14732.88164
571	14723.2801
572	14711.45036
573	14708.44838
574	14705.69351
575	14695.65221
576	14685.25564
577	14679.93382
578	14670.49279
579	14663.89278
580	14649.20323
581	14642.63197
582	14638.57388
583	14629.89879
584	14620.89927
585	14610.7305
586	14600.02598
587	14592.619
588	14581.24309
589	14571.87057
590	14568.82187
591	14560.06274
592	14548.88433
593	14536.03437
594	14526.1525
595	14513.38371
596	14501.92278
597	14494.61128
598	14483.51867
599	14475.99667
600	14463.04631
601	14455.48358
602	14447.30211
603	14438.61068
604	14429.35742
605	14421.49609
606	14411.73161
607	14404.00577
608	14390.7532
609	14382.7056
610	14373.6722
611	14367.5668
612	14357.94334
613	14352.86096
614	14341.86792
615	14331.21011
616	14322.16625
617	14314.81229
618	14304.755
619	14302.86918
620	14292.8109
621	14284.68712
622	14279.78329
623	14270.84004
624	14258.97572
625	14250.70442
626	14239.25362
627	14231.68147
628	14229.12596
629	14221.24843
630	14211.75817
631	14203.8797
632	14196.95337
633	14188.90345
634	14178.60726
635	14169.42453
636	14164.85794
637	14153.92521
638	14143.83499
639	14134.40972
640	14125.43598
641	14119.49971
642	14112.43058
643	14104.06819
644	14099.67837
645	14090.72824
646	14087.56914
647	14082.80721
648	14073.78074
649	14063.6611
650	14054.32002
651	14044.97608
652	14036.76785
653	14033.77064
654	14026.45698
655	14025.25793
656	14017.51124
657	14010.88503
658	14009.77773
659	14000.74952
660	13991.37571
661	13980.89174
662	13971.49573
663	13962.2712
664	13956.50222
665	13948.31783
666	13937.79546
667	13924.25631
668	13915.67815
669	13911.66844
670	13902.99927
671	13896.1728
672	13888.8015
673	13881.22481
674	13872.16993
675	13863.64401
676	13854.9592
677	13843.32866
678	13836.47239
679	13828.26289
680	13818.84742
681	13817.20808
682	13807.13156
683	13796.06273
684	13787.36554
685	13776.04074
686	13770.27601
687	13768.00831
688	13758.74444
689	13749.84621
690	13743.31972
691	13734.09024
692	13726.42558
693	13712.82519
694	13704.52696
695	13699.82656
696	13692.96428
697	13684.85036
698	13682.85069
699	13675.12463
700	13664.15185
701	13658.45762
702	13650.8337
703	13640.31922
704	13632.94697
705	13628.7105
706	13621.93744
707	13615.69525
708	13602.30432
709	13596.28829
710	13588.0854
711	13584.94269
712	13580.88749
713	13576.07989
714	13574.15505
715	13567.3469
716	13561.91991
717	13549.96756
718	13543.78694
719	13536.89695
720	13529.19664
721	13521.26532
722	13515.58698
723	13506.74391
724	13498.67728
725	13493.52841
726	13482.8679
727	13475.39027
728	13471.70104
729	13464.55629
730	13456.74243
731	13446.26903
732	13440.85244
733	13434.83474
734	13427.56299
735	13419.19883
736	13411.3682
737	13400.12311
738	13395.73052
739	13385.23748
740	13374.94012
741	13368.54972
742	13362.72632
743	13356.50562
744	13351.02764
745	13339.01023
746	13334.55057
747	13330.13443
748	13323.80676
749	13316.29689
750	13310.07143
751	13302.67845
752	13295.26821
753	13290.214
754	13282.3154
755	13280.2735
756	13277.45831
757	13270.58129
758	13262.79986
759	13253.60162
760	13248.13213
761	13240.80043
762	13234.91577
763	13228.14188
764	13221.1979
765	13214.35145
766	13206.05411
767	13194.60776
768	13187.744
769	13180.05716
770	13175.0012
771	13169.77611
772	13166.88209
773	13158.26322
774	13150.88174
775	13141.94985
776	13134.94778
777	13130.1928
778	13125.36423
779	13117.96645
780	13111.70663
781	13104.02306
782	13095.8426
783	13078.43217
784	13068.88348
785	13060.0943
786	13051.16965
787	13044.23168
788	13038.78968
789	13030.97794
790	13023.87121
791	13018.7116
792	13008.36466
793	13003.85441
794	12996.96003
795	12990.73802
796	12984.17984
797	12981.71419
798	12975.94215
799	12967.9294
800	12960.23324
801	12949.15272
802	12938.45844
803	12925.26629
804	12917.20019
805	12911.38933
806	12907.75339
807	12903.05008
808	12891.6891
809	12884.18302
810	12878.05377
811	12871.10711
812	12866.08151
813	12853.42793
814	12845.74829
815	12837.26596
816	12831.85648
817	12824.49124
818	12815.31601
819	12805.40939
820	12799.1016
821	12792.00055
822	12787.69282
823	12780.59091
824	12772.45111
825	12767.36305
826	12764.43417
827	12756.08424
828	12750.64727
829	12741.986
830	12737.0197
831	12731.08669
832	12724.35223
833	12717.5393
834	12712.60586
835	12704.58074
836	12698.70325
837	12694.19015
838	12688.84358
839	12679.73485
840	12669.39475
841	12666.56463
842	12657.69602
843	12646.98521
844	12637.83031
845	12628.88368
846	12625.07607
847	12614.77652
848	12608.60846
849	12603.00228
850	12597.10879
851	12593.31742
852	12582.4534
853	12568.72618
854	12561.99433
855	12549.63667
856	12544.09831
857	12534.94991
858	12527.31132
859	12522.79236
860	12516.49704
861	12511.17223
862	12507.27769
863	12505.25671
864	12496.08081
865	12488.03537
866	12484.3277
867	12476.9527
868	12470.07347
869	12465.32322
870	12460.78358
871	12449.60355
872	12446.06248
873	12443.19519
874	12437.27562
875	12428.86071
876	12419.54269
877	12415.55365
878	12408.71829
879	12401.90325
880	12395.60952
881	12391.35027
882	12385.81429
883	12375.41201
884	12366.97522
885	12362.72564
886	12356.72967
887	12350.31347
888	12343.42165
889	12336.80604
890	12331.71699
891	12327.69437
892	12320.47315
893	12310.62215
894	12305.34319
895	12301.83485
896	12295.84203
897	12289.62728
898	12281.34994
899	12277.21738
900	12272.24327
901	12266.99885
902	12258.86148
903	12253.17079
904	12248.13388
905	12245.02437
906	12239.75119
907	12234.74537
908	12223.90658
909	12216.67278
910	12212.29032
911	12205.21625
912	12199.92853
913	12195.23379
914	12187.57336
915	12181.91814
916	12174.35116
917	12167.85529
918	12163.03632
919	12158.36847
920	12152.41911
921	12147.5774
922	12141.62725
923	12136.03479
924	12130.84965
925	12124.64845
926	12119.55568
927	12117.00826
928	12113.5408
929	12107.16793
930	12102.56283
931	12096.14792
932	12089.24316
933	12082.56412
934	12074.37903
935	12068.77628
936	12064.00772
937	12058.49613
938	12051.73207
939	12043.4266
940	12038.77344
941	12028.46886
942	12022.21867
943	12015.02928
944	12009.53877
945	12004.93578
946	11997.46369
947	11992.65769
948	11985.48863
949	11980.28192
950	11973.52828
951	11967.97749
952	11956.29315
953	11949.27258
954	11944.16068
955	11941.27789
956	11937.49006
957	11933.40332
958	11926.92338
959	11920.069
960	11915.24772
961	11908.12489
962	11904.72233
963	11898.21129
964	11892.56394
965	11887.12489
966	11881.04919
967	11874.54779
968	11870.31064
969	11864.47174
970	11859.81278
971	11857.18776
972	11851.98254
973	11846.47442
974	11839.98255
975	11835.4714
976	11831.11796
977	11825.92622
978	11816.38888
979	11809.82076
980	11803.93035
981	11796.85597
982	11791.96128
983	11787.1053
984	11777.38741
985	11771.11427
986	11762.30104
987	11754.95389
988	11748.69302
989	11742.0186
990	11736.71583
991	11732.54332
992	11722.97801
993	11716.84369
994	11711.0311
995	11708.46644
996	11700.97646
997	11696.22984
998	11694.69001
999	11685.14741
1000	11681.7212
1001	11675.89078
1002	11669.52646
1003	11666.61414
1004	11657.79516
1005	11654.24092
1006	11642.97744
1007	11637.95098
1008	11634.66016
1009	11629.34534
1010	11625.36989
1011	11621.71464
1012	11615.49189
1013	11608.13693
1014	11602.5805
1015	11595.28366
1016	11592.40671
1017	11585.46921
1018	11575.29873
1019	11568.98313
1020	11566.59888
1021	11563.12785
1022	11559.41357
1023	11556.58439
1024	11553.29888
1025	11548.90786
1026	11539.26168
1027	11531.71654
1028	11526.36556
1029	11521.84401
1030	11515.95914
1031	11511.67357
1032	11505.9423
1033	11498.1585
1034	11490.90252
1035	11487.75257
1036	11483.72259
1037	11467.68538
1038	11463.06898
1039	11452.69595
1040	11450.59738
1041	11444.37583
1042	11439.9811
1043	11435.10006
1044	11427.80671
1045	11424.99887
1046	11421.31743
1047	11413.34266
1048	11409.90095
1049	11404.08015
1050	11396.99406
1051	11391.41489
1052	11387.78801
1053	11382.88479
1054	11379.11114
1055	11369.39393
1056	11365.51746
1057	11360.15646
1058	11355.06015
1059	11347.60506
1060	11341.381
1061	11336.92152
1062	11331.93111
1063	11327.60822
1064	11321.41299
1065	11315.39343
1066	11306.9209
1067	11299.70188
1068	11295.06131
1069	11292.57142
1070	11289.41878
1071	11283.48205
1072	11279.65977
1073	11275.95789
1074	11273.21576
1075	11266.30224
1076	11261.28504
1077	11258.53889
1078	11254.22558
1079	11250.5787
1080	11245.65251
1081	11240.8777
1082	11236.98943
1083	11229.95864
1084	11225.76389
1085	11220.81043
1086	11212.25447
1087	11207.47253
1088	11204.8556
1089	11200.66765
1090	11196.85643
1091	11189.8032
1092	11185.28884
1093	11180.74144
1094	11169.89176
1095	11169.49079
1096	11165.90483
1097	11161.72827
1098	11155.57704
1099	11149.82156
1100	11144.07263
1101	11138.00334
1102	11130.74502
1103	11127.11411
1104	11122.52034
1105	11117.58292
1106	11110.86929
1107	11108.09421
1108	11101.99375
1109	11095.76348
1110	11085.50626
1111	11081.71195
1112	11078.29037
1113	11074.9221
1114	11067.88487
1115	11059.77923
1116	11050.10492
1117	11042.36415
1118	11032.43917
1119	11021.04096
1120	11014.94819
1121	11009.24553
1122	11003.61242
1123	11000.05412
1124	10995.02106
1125	10990.80746
1126	10989.27005
1127	10984.02632
1128	10978.20227
1129	10973.18792
1130	10966.40149
1131	10962.79627
1132	10955.37359
1133	10949.48291
1134	10940.62802
1135	10934.81085
1136	10930.69537
1137	10925.22733
1138	10921.05493
1139	10913.6014
1140	10910.52412
1141	10901.18519
1142	10896.92131
1143	10891.66873
1144	10887.49544
1145	10879.15558
1146	10876.22763
1147	10870.75964
1148	10867.36593
1149	10865.61025
1150	10860.13928
1151	10855.07287
1152	10847.49588
1153	10843.6784
1154	10838.66047
1155	10831.27766
1156	10825.90271
1157	10822.97628
1158	10817.64426
1159	10812.29486
1160	10806.47206
1161	10797.69946
1162	10788.02316
1163	10783.82762
1164	10781.4261
1165	10777.20659
1166	10770.14799
1167	10764.40413
1168	10760.60798
1169	10758.94246
1170	10754.15704
1171	10751.09856
1172	10742.71797
1173	10738.65075
1174	10734.18148
1175	10727.9385
1176	10721.20557
1177	10716.44089
1178	10709.15617
1179	10705.52561
1180	10699.34529
1181	10694.02311
1182	10690.17425
1183	10683.90869
1184	10680.00652
1185	10673.87513
1186	10666.62008
1187	10659.84716
1188	10653.12187
1189	10648.52151
1190	10643.38967
1191	10639.16276
1192	10634.02733
1193	10626.42008
1194	10623.84921
1195	10619.02919
1196	10616.53246
1197	10611.36121
1198	10608.29838
1199	10600.93581
1200	10598.1228
1201	10593.11221
1202	10590.37882
1203	10585.37698
1204	10578.34289
1205	10572.73862
1206	10568.2336
1207	10563.30054
1208	10558.49868
1209	10552.54674
1210	10547.53722
1211	10540.83641
1212	10537.47678
1213	10530.71532
1214	10527.13081
1215	10522.6129
1216	10516.37413
1217	10513.62992
1218	10508.70448
1219	10505.1146
1220	10497.56167
1221	10496.09619
1222	10493.25635
1223	10486.76134
1224	10482.58102
1225	10478.60759
1226	10474.02326
1227	10467.37603
1228	10464.26514
1229	10458.44909
1230	10452.32598
1231	10446.03324
1232	10442.42909
1233	10434.33857
1234	10429.97311
1235	10424.56488
1236	10419.49644
1237	10412.39949
1238	10411.27986
1239	10405.92805
1240	10398.07134
1241	10391.99685
1242	10387.43664
1243	10384.30138
1244	10377.71134
1245	10376.04473
1246	10373.47432
1247	10368.86061
1248	10363.55432
1249	10358.56026
1250	10352.32757
1251	10350.64042
1252	10343.40227
1253	10339.58393
1254	10332.17565
1255	10324.09974
1256	10320.55729
1257	10317.62765
1258	10313.83127
1259	10309.42591
1260	10307.33497
1261	10303.9306
1262	10299.61364
1263	10289.39014
1264	10285.75108
1265	10280.30107
1266	10276.38787
1267	10271.29296
1268	10268.73206
1269	10263.89335
1270	10257.19829
1271	10252.27155
1272	10247.39863
1273	10244.82037
1274	10239.56958
1275	10231.06096
1276	10223.91394
1277	10221.1698
1278	10216.95993
1279	10216.02004
1280	10213.46389
1281	10206.95592
1282	10206.33853
1283	10202.36152
1284	10195.20858
1285	10187.21476
1286	10184.37232
1287	10177.59951
1288	10174.16409
1289	10171.27305
1290	10167.91524
1291	10164.70353
1292	10162.42806
1293	10154.36465
1294	10150.55819
1295	10146.60408
1296	10141.63182
1297	10138.41343
1298	10136.53489
1299	10133.64846
1300	10126.47816
1301	10122.08385
1302	10116.99638
1303	10111.95576
1304	10105.91306
1305	10102.94567
1306	10098.01093
1307	10095.81181
1308	10089.82023
1309	10085.24531
1310	10077.46432
1311	10074.64306
1312	10069.179
1313	10064.69749
1314	10058.12738
1315	10056.81843
1316	10053.20478
1317	10048.52135
1318	10043.25222
1319	10040.90505
1320	10035.46568
1321	10031.12192
1322	10025.96067
1323	10020.76312
1324	10014.03524
1325	10009.01711
1326	10005.91614
1327	10001.67217
1328	9990.543864
1329	9984.294083
1330	9979.656983
1331	9973.464789
1332	9969.244923
1333	9963.756105
1334	9960.009039
1335	9957.064812
1336	9951.914514
1337	9945.992507
1338	9941.572027
1339	9938.305489
1340	9933.329134
1341	9924.926248
1342	9918.894669
1343	9914.991294
1344	9911.106114
1345	9906.218885
1346	9901.283145
1347	9896.00707
1348	9892.437004
1349	9888.82696
1350	9885.457813
1351	9879.666847
1352	9871.493832
1353	9869.842959
1354	9866.583305
1355	9865.985453
1356	9861.323368
1357	9856.351693
1358	9854.658322
1359	9852.190761
1360	9846.412268
1361	9841.064497
1362	9834.439395
1363	9828.228953
1364	9823.986233
1365	9817.062572
1366	9812.610612
1367	9808.237093
1368	9806.718838
1369	9800.555841
1370	9794.547124
1371	9791.789423
1372	9789.259988
1373	9786.308918
1374	9782.64106
1375	9777.68146
1376	9775.675844
1377	9770.008816
1378	9766.892489
1379	9763.739017
1380	9762.652466
1381	9757.394667
1382	9755.084378
1383	9749.597019
1384	9747.477579
1385	9741.033095
1386	9737.216002
1387	9732.247877
1388	9728.335054
1389	9724.131158
1390	9717.20563
1391	9713.335261
1392	9709.317669
1393	9701.519764
1394	9699.464097
1395	9697.290561
1396	9693.352294
1397	9687.216159
1398	9682.279638
1399	9679.90799
1400	9677.007022
1401	9670.992119
1402	9665.603809
1403	9661.438873
1404	9657.50699
1405	9650.68537
1406	9646.959616
1407	9641.703314
1408	9638.643131
1409	9629.636478
1410	9626.721959
1411	9622.852607
1412	9620.176017
1413	9616.81822
1414	9612.412093
1415	9607.404927
1416	9604.437914
1417	9601.094342
1418	9597.727639
1419	9593.574068
1420	9590.029596
1421	9586.342932
1422	9583.538269
1423	9578.503578
1424	9571.238574
1425	9569.510866
1426	9565.989756
1427	9560.093294
1428	9556.665479
1429	9549.075472
1430	9544.631017
1431	9542.18918
1432	9538.179174
1433	9537.369702
1434	9533.552617
1435	9530.744993
1436	9527.985299
1437	9523.974724
1438	9519.807807
1439	9512.985068
1440	9510.05412
1441	9505.677132
1442	9502.208251
1443	9497.251112
1444	9495.439488
1445	9491.388971
1446	9487.347481
1447	9484.081985
1448	9481.267377
1449	9476.527728
1450	9470.255899
1451	9467.658336
1452	9466.368676
1453	9464.362577
1454	9459.983372
1455	9457.193358
1456	9454.599557
1457	9450.20346
1458	9444.291678
1459	9441.040162
1460	9438.050147
1461	9432.326249
1462	9429.526415
1463	9427.164799
1464	9423.964656
1465	9417.25169
1466	9414.876306
1467	9410.116834
1468	9406.777368
1469	9401.605688
1470	9394.230631
1471	9391.808747
1472	9389.890437
1473	9384.558404
1474	9380.528433
1475	9376.617141
1476	9373.127601
1477	9367.792682
1478	9363.665671
1479	9359.661032
1480	9356.179071
1481	9352.495752
1482	9349.569094
1483	9343.780463
1484	9340.118728
1485	9337.714661
1486	9334.895022
1487	9331.262357
1488	9326.777118
1489	9321.997363
1490	9318.435563
1491	9312.567729
1492	9306.082381
1493	9299.292024
1494	9295.652138
1495	9292.110208
1496	9288.733723
1497	9284.121693
1498	9279.388664
1499	9275.995755
1500	9271.64418
1501	9268.954084
1502	9264.755921
1503	9260.167342
1504	9256.370002
1505	9252.792126
1506	9250.577303
1507	9247.002565
1508	9241.404391
1509	9231.710107
1510	9228.565025
1511	9222.493728
1512	9218.95377
1513	9212.142786
1514	9210.366844
1515	9205.073236
1516	9202.202963
1517	9198.513463
1518	9195.581747
1519	9192.82243
1520	9188.306072
1521	9184.779066
1522	9182.366426
1523	9178.216848
1524	9174.194599
1525	9167.842875
1526	9156.180081
1527	9153.813078
1528	9149.903882
1529	9146.599542
1530	9141.079735
1531	9137.979654
1532	9136.455737
1533	9133.679451
1534	9128.118534
1535	9124.222233
1536	9119.972615
1537	9118.753561
1538	9116.734335
1539	9113.76116
1540	9110.923515
1541	9107.026068
1542	9103.233212
1543	9098.403565
1544	9095.520215
1545	9090.73043
1546	9087.806663
1547	9084.261694
1548	9080.900418
1549	9076.092389
1550	9074.456923
1551	9069.457144
1552	9067.058571
1553	9061.890325
1554	9059.426455
1555	9055.252364
1556	9051.37714
1557	9048.14668
1558	9041.451556
1559	9038.690854
1560	9035.016223
1561	9032.38649
1562	9027.999069
1563	9020.277579
1564	9016.706956
1565	9013.829065
1566	9010.174971
1567	9005.777065
1568	9003.82169
1569	9000.919625
1570	8998.595375
1571	8993.347425
1572	8989.255213
1573	8986.578699
1574	8981.94808
1575	8977.712351
1576	8974.524499
1577	8970.198689
1578	8968.307969
1579	8964.154699
1580	8957.774738
1581	8954.005153
1582	8948.904296
1583	8945.318287
1584	8940.168858
1585	8935.647939
1586	8932.062521
1587	8927.034333
1588	8924.05739
1589	8920.643551
1590	8913.388134
1591	8905.431271
1592	8903.669962
1593	8899.384283
1594	8895.941093
1595	8892.686699
1596	8889.911349
1597	8888.356444
1598	8887.303754
1599	8885.278866
1600	8882.857246
1601	8877.711111
1602	8874.66713
1603	8868.364277
1604	8862.626478
1605	8857.730383
1606	8853.87068
1607	8850.073602
1608	8846.164283
1609	8839.446164
1610	8836.996447
1611	8832.866813
1612	8829.380222
1613	8820.890038
1614	8818.107848
1615	8811.547107
1616	8807.532926
1617	8803.139522
1618	8800.094771
1619	8796.685764
1620	8794.984647
1621	8791.380125
1622	8788.560609
1623	8782.75144
1624	8779.512211
1625	8778.168848
1626	8774.549161
1627	8770.886579
1628	8764.101183
1629	8760.579574
1630	8756.000078
1631	8754.828034
1632	8749.30649
1633	8746.437862
1634	8742.589045
1635	8738.952459
1636	8736.575916
1637	8734.883128
1638	8731.53497
1639	8727.503829
1640	8725.033314
1641	8721.606589
1642	8718.168652
1643	8714.437904
1644	8711.32932
1645	8707.079198
1646	8703.518214
1647	8698.652282
1648	8693.516834
1649	8688.365831
1650	8681.969192
1651	8678.486874
1652	8675.772174
1653	8673.202224
1654	8669.022916
1655	8667.880692
1656	8663.467231
1657	8659.406255
1658	8652.871623
1659	8650.900591
1660	8643.857573
1661	8639.745722
1662	8637.339334
1663	8634.878111
1664	8629.986819
1665	8626.314484
